reached_destination_time,sim_corridor_travel_min,sim_corridor_travel_s,sim_trip_completed,departed_stop_time,arrived_at_stop_time,total_elapsed_min,obs_id,session,trip_direction,origin_terminal,destination_terminal,coordinates,origin_coordinates,destination_coordinates,scenario_id,scenario_group,policy,signal_pattern,encounter_pattern,encounter_1_green,encounter_2_green,bus_company,route,traffic_condition,crowding_level,relocate_mask,informal_mask,formal_mask,encounter_mask,service_mode,adhoc_informal_count,sim_minus_session_reference_min,session_onboard_reference_min_jan18,session_onboard_reference_note,corridor_length_m,sim_avg_speed_kmh,sim_implied_speed_kmh,sim_delay_s,field_speed_cap_kmh,traffic_mode,mixed_traffic,boarding,alighting,dwell_at_stop_s,calibration_profile,session_speed_band_kmh_jan18
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01000,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:13:47,11.26,675.4,True,06:02:32,06:02:00,11.78,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01000,relocation,formal_reloc,R-R,R-R,False,False,San Agustin,Alfonso - Tagaytay,Light,Medium,00010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,17.35,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.11,486.3,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.3,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.75,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:33,10.03,601.7,True,06:02:32,06:02:00,10.55,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01001,relocation,formal_reloc,G-G,G-G,True,True,San Agustin,Alfonso - Tagaytay,Light,Medium,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,19.47,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.1,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.3,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:14:10,11.64,698.5,True,06:02:32,06:02:00,12.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01001,relocation,formal_reloc,G-R,G-R,True,False,San Agustin,Alfonso - Tagaytay,Light,Medium,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,16.78,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.11,486.3,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.3,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.75,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:10,9.64,578.5,True,06:02:32,06:02:00,10.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01001,relocation,formal_reloc,R-G,R-G,False,True,San Agustin,Alfonso - Tagaytay,Light,Medium,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,20.26,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.1,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.3,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01001,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:13:47,11.25,675.3,True,06:02:32,06:02:00,11.78,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01001,relocation,formal_reloc,R-R,R-R,False,False,San Agustin,Alfonso - Tagaytay,Light,Medium,10010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,17.35,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.11,486.3,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.3,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.75,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:33,10.03,601.6,True,06:02:32,06:02:00,10.55,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01010,relocation,formal_reloc,G-G,G-G,True,True,San Agustin,Alfonso - Tagaytay,Light,Medium,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,19.48,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.1,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.3,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:14:10,11.64,698.4,True,06:02:32,06:02:00,12.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01010,relocation,formal_reloc,G-R,G-R,True,False,San Agustin,Alfonso - Tagaytay,Light,Medium,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,16.78,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.11,486.3,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.3,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.75,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:10,9.64,578.4,True,06:02:32,06:02:00,10.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01010,relocation,formal_reloc,R-G,R-G,False,True,San Agustin,Alfonso - Tagaytay,Light,Medium,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,20.26,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.1,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.3,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01010,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:13:47,11.25,675.2,True,06:02:32,06:02:00,11.78,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01010,relocation,formal_reloc,R-R,R-R,False,False,San Agustin,Alfonso - Tagaytay,Light,Medium,01010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,17.35,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.11,486.3,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.3,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.75,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:33,10.03,601.8,True,06:02:32,06:02:00,10.55,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01011,relocation,formal_reloc,G-G,G-G,True,True,San Agustin,Alfonso - Tagaytay,Light,Medium,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,19.47,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.1,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.3,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:14:10,11.64,698.6,True,06:02:32,06:02:00,12.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01011,relocation,formal_reloc,G-R,G-R,True,False,San Agustin,Alfonso - Tagaytay,Light,Medium,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,16.77,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.11,486.3,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.3,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.75,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:10,9.64,578.6,True,06:02:32,06:02:00,10.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01011,relocation,formal_reloc,R-G,R-G,False,True,San Agustin,Alfonso - Tagaytay,Light,Medium,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,20.25,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.1,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.3,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.1,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01011,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:13:47,11.26,675.4,True,06:02:32,06:02:00,11.78,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01011,relocation,formal_reloc,R-R,R-R,False,False,San Agustin,Alfonso - Tagaytay,Light,Medium,11010,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,17.35,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.1,486.2,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.2,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.76,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:33,10.03,601.6,True,06:02:32,06:02:00,10.55,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01100,relocation,formal_reloc,G-G,G-G,True,True,San Agustin,Alfonso - Tagaytay,Light,Medium,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,19.48,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.0,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.31,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.0,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:14:10,11.64,698.4,True,06:02:32,06:02:00,12.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01100,relocation,formal_reloc,G-R,G-R,True,False,San Agustin,Alfonso - Tagaytay,Light,Medium,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,16.78,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.1,486.2,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.2,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,R-G,R-G,False,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.76,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:10,9.64,578.4,True,06:02:32,06:02:00,10.17,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01100,relocation,formal_reloc,R-G,R-G,False,True,San Agustin,Alfonso - Tagaytay,Light,Medium,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,20.26,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.0,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.31,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:14,7.83,470.0,True,06:41:24,06:41:00,8.23,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01100,relocation,formal_reloc,R-R,R-R,False,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.93,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:13:47,11.25,675.2,True,06:02:32,06:02:00,11.78,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01100,relocation,formal_reloc,R-R,R-R,False,False,San Agustin,Alfonso - Tagaytay,Light,Medium,00110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,17.35,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:23,8.1,486.2,True,06:12:17,06:12:00,8.38,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01101,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,24.1,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
06:49:37,8.22,493.2,True,06:41:24,06:41:00,8.62,5,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01101,relocation,formal_reloc,G-G,G-G,True,True,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,23.76,,45.44,mixed,True,3.0,5.0,24.0,june2026,29.18-45.44
06:12:33,10.03,601.8,True,06:02:32,06:02:00,10.55,1,Morning Session,wm_to_rb,waltermart,robinsons,"14.324939, 120.940955","14.324939, 120.940955","14.300037, 120.954412",R_01101,relocation,formal_reloc,G-G,G-G,True,True,San Agustin,Alfonso - Tagaytay,Light,Medium,10110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,19.47,,45.44,mixed,True,7.0,2.0,32.0,june2026,29.18-45.44
06:20:00,7.72,463.0,True,06:12:17,06:12:00,8.0,4,Morning Session,rb_to_wm,robinsons,waltermart,"14.300037, 120.954412","14.300037, 120.954412","14.324939, 120.940955",R_01101,relocation,formal_reloc,G-R,G-R,True,False,San Agustin Transport Service Corp.,Pasay - Baclaran,Light,Low,10110,000,111,111000,full,0,,,June 2026 San Agustin on-board session mean travel time to destination; per-bus traffic tier adjusts target,3255.0,45.44,25.31,,45.44,mixed,True,1.0,3.0,17.0,june2026,29.18-45.44
