obs_id,session,trip_direction,bus_company,scenario_id,policy,signal_pattern,traffic_condition,crowding_level,stop_sequence,stop_key,stop_label,coordinates,stop_kind,arrived_at_stop_time,dwell_at_stop_s,departed_stop_time,leg_travel_before_stop_s,stop_timeline_source
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:13,83.2,06:04:36,41.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:41,8.0,06:05:49,65.7,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:57,8.0,06:06:05,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:43,8.0,06:08:51,158.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:02,83.2,06:10:25,11.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-G,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:10:54,21.5,06:11:15,29.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:13,83.2,06:04:36,41.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:41,8.0,06:05:49,65.7,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:57,8.0,06:06:05,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:43,8.0,06:08:51,158.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:09:02,180.0,06:12:02,11.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,G-R,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:31,21.5,06:12:52,29.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:13,60.0,06:04:13,41.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:18,8.0,06:05:26,65.7,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:34,8.0,06:05:42,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:20,8.0,06:08:28,158.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:08:39,83.2,06:10:02,11.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-G,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:10:31,21.5,06:10:52,29.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:32,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:13,60.0,06:04:13,41.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:18,8.0,06:05:26,65.7,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:34,8.0,06:05:42,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:20,8.0,06:08:28,158.1,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:08:39,180.0,06:11:39,11.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00001_d55,formal_reloc_opt,R-R,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:08,21.5,06:12:29,29.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,32.0,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:11,83.2,06:04:34,40.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:39,8.0,06:05:46,65.4,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:54,8.0,06:06:01,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:38,8.0,06:08:45,157.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:08:56,83.2,06:10:19,11.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-G,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:10:49,21.5,06:11:10,30.6,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,31.9,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:11,83.2,06:04:34,40.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:39,8.0,06:05:46,65.4,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:54,8.0,06:06:01,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:38,8.0,06:08:45,157.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:08:56,180.0,06:11:56,11.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,G-R,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:12:26,21.5,06:12:47,30.6,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,0,waltermart,Waltermart Dasmariñas (formal bus stop),"14.324939, 120.940955",terminal_formal,06:02:00,31.9,06:02:31,0.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,1,waltermart_int,Waltermart Dasmariñas Intersection Signal,"14.322364, 120.941649",signal,06:03:11,60.0,06:04:11,40.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,2,vista_mall,Vista Mall Dasmariñas (formal),"14.316870, 120.944150",formal,06:05:16,8.0,06:05:23,65.4,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,3,villa_verde,Villa Verde (formal),"14.314900, 120.945000",formal,06:05:31,8.0,06:05:38,8.2,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,4,rkp_trading,RKP Trading Corporation (formal),"14.303230, 120.954053",formal,06:08:15,8.0,06:08:22,157.0,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,5,pala_pala,Pala-Pala Intersection Signal,"14.302125, 120.954055",signal,06:08:33,83.2,06:09:56,11.9,schedule_aligned_to_uxsim_e2e
1,Morning Session,wm_to_rb,San Agustin,R_00010_d55,formal_reloc_opt,R-G,Light,Medium,6,robinsons,Robinson Place Dasmariñas (formal bus stop),"14.300037, 120.954412",terminal_formal,06:10:26,21.5,06:10:47,30.6,schedule_aligned_to_uxsim_e2e
